LAB_ID,PREVIOUS_LAB_ID1,PREVIOUS_LAB_ID2,PREVIOUS_LAB_ID3,FIELD_ID,JOB_ID,PREVIOUS_JOB_ID1,PREVIOUS_JOB_ID2,PREVIOUS_JOB_ID3,SUBMITTER,PROJECT_NAME,DATE_SUBMITTED,COLLECTION,COLLECTION_ID,CONTINENT,COUNTRY,STATE_PROVINCE,COUNTY,DISTRICT_NAME,DEPOSIT_NAME,MINE_NAME,DISTRICT_NAME_COLLECT,DEPOSIT_NAME_COLLECT,MINE_NAME_COLLECT,LOCATE_DESC,LATITUDE,LONGITUDE,DATUM,LATITUDE_COLLECT,LONGITUDE_COLLECT,DATUM_COLLECT,COORDINATES_QUAL,COORDINATES_SOURCE,PRIMARY_CLASS,SYSTEM_TYPE,DEPOSIT_TYPE,SAMPLE_DESC,Al_pct_AES_ST,Ca_pct_AES_ST,Fe_pct_AES_ST,K_pct_AES_ST,Mg_pct_AES_ST,Mn_pct_AES_ST,P_pct_AES_ST,S_pct_AES_ST,Si_pct_AES_ST,Ti_pct_AES_ST,F_pct_ISE_Fuse,Ag_ppm_MS_ST,As_ppm_MS_ST,Au_ppm,Au_AM,B_ppm_AES_ST,Ba_ppm_AES_ST,Be_ppm_AES_ST,Bi_ppm_MS_ST,Cd_ppm_MS_ST,Ce_ppm_MS_ST,Co_ppm_MS_ST,Cr_ppm_AES_ST,Cs_ppm_MS_ST,Cu_ppm_AES_ST,Dy_ppm_MS_ST,Er_ppm_MS_ST,Eu_ppm_MS_ST,Ga_ppm_MS_ST,Gd_ppm_MS_ST,Ge_ppm_MS_ST,Hf_ppm_MS_ST,Ho_ppm_MS_ST,In_ppm_MS_ST,La_ppm_MS_ST,Li_ppm_AES_ST,Lu_ppm_MS_ST,Mo_ppm_MS_ST,Nb_ppm_MS_ST,Nd_ppm_MS_ST,Ni_ppm_AES_ST,Pb_ppm_MS_ST,Pd_ppm_FA_MS,Pr_ppm_MS_ST,Pt_ppm_FA_MS,Rb_ppm_MS_ST,Re_ppm_MS_HF,Sb_ppm_MS_ST,Sc_ppm_AES_ST,Se_ppm_MS_ST,Sm_ppm_MS_ST,Sn_ppm_MS_ST,Sr_ppm_AES_ST,Ta_ppm_MS_ST,Tb_ppm_MS_ST,Te_ppm_MS_ST,Th_ppm_MS_ST,Tl_ppm_MS_ST,Tm_ppm_MS_ST,U_ppm_MS_ST,V_ppm_AES_ST,W_ppm_MS_ST,Y_ppm_MS_ST,Yb_ppm_MS_ST,Zn_ppm_AES_ST,Zr_ppm_AES_ST
C380048,,,,RM0667,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,PIM6,North America,United States,Arizona,Pima,Pima,,Pima mine,Pima,Pima,Pima mine,"Dump, 200 ft level (2 mi SW of Tucson)",31.985055,-111.071281,WGS84,31.973,-111.093,,,"1) Colorado School of Mines collection; 2) Mineral Deposit Database Site ID AZ00027, open pit mine symbol on map, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic vein,"Mixtures of massive pyrrhotite and chalcopyrite with magnetite, some sphalerite; in Ca, Al-silicate rock; sulfide approx 60%",0.33,6.5,26.6,-0.1,1.5,0.59,0.26,,,0.01,,30.0,50.0,,,,6.0,-5.0,20.0,83.0,7.9,211.0,50.0,-0.1,50000.11111,0.31,0.15,0.14,19.0,0.3,6.0,-1.0,0.05,64.3,3.9,-10.0,-0.05,40.0,-1.0,2.2,78.0,-50.0,,0.76,,0.7,,-1.0,-5.0,,0.4,89.0,13.3,-0.5,-0.05,,0.3,0.5,-0.05,11.7,89.0,249.0,1.6,0.2,26900.0,7.4
C380049,,,,RM0668,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,MIA03,North America,United States,Arizona,Gila,Miami-Inspiration,,Castle Dome,Miami-Inspiration,Castle Dome,Turquoise No. 1 claim,"Face of N tunnel on Turquoise No. 1 Claim, Castle Dome, Globe district, AZ",33.40786,-110.95542,WGS84,33.4,-110.95,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10060273, minesite, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,Mineralized Ruin granite; microscopic pyrite blebs widely scattered in chloritized(?) rock; chlorite(?) appears as dark grey clots in lighter grey feldspar matrix; sulfide <1%,6.59,-0.1,2.02,5.5,0.51,-0.01,0.07,,,0.39,,10.0,-30.0,,,,446.0,-5.0,0.2,-1.0,133.0,12.1,20.0,3.4,4740.0,9.6,6.08,1.92,21.0,9.09,2.0,11.0,2.02,0.2,62.1,-10.0,1.24,40.0,26.0,54.6,17.0,-50.0,,16.0,,253.0,,-1.0,12.0,,10.4,11.0,45.2,2.2,1.63,,36.7,1.0,1.06,19.3,73.0,25.0,58.8,7.2,29.0,361.0
C380050,,,,RM0669,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,IS17,North America,United States,Arizona,Gila,Miami-Inspiration,,Miami mine,Miami-Inspiration,Inspiration - Miami,Inspiration open pit,,33.405295,-110.884481,WGS84,33.41139,-110.89111,WGS84,,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Deposit Database Site ID AZ00022, ctr of mine surface workings on imagery, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,Typical ore; small veinlets to widely scattered pyrite blebs and crystals in highly silicified rhyolite; 2 specimens make up the sample in photo; sulfide <1%,7.53,0.1,2.61,4.0,0.28,-0.01,0.04,,,0.3,,-10.0,-30.0,,,,575.0,-5.0,-0.1,-1.0,98.7,8.6,20.0,2.6,5130.0,6.87,4.13,1.34,22.0,6.76,2.0,8.0,1.42,0.3,48.5,20.0,0.82,30.0,18.0,42.9,18.0,-50.0,,12.0,,174.0,,-1.0,8.0,,8.0,13.0,21.1,1.4,1.17,,28.6,0.6,0.76,9.04,43.0,10.0,39.2,4.7,25.0,246.0
C380052,,,,RM0670,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,CQMP16,North America,United States,Arizona,Yavapai,Kay,,Kay,Kay,Kay,(Kay?),,34.06036,-112.16043,WGS84,34.06,-112.16,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10186398, main entrance, M. Granitto",rock,Volcanogenic seafloor,"Polymetallic massive sulfide, Kuroko-type",Mineral; Park ore (from Kay);irregular distribution of large pyrite crystals with sphalerite in white quartz; sulfide approx 50%,0.04,0.1,11.1,-0.1,-0.01,0.24,-0.01,,,-0.01,,170.0,110.0,,,,11.5,-5.0,27.6,953.0,0.5,6.6,20.0,-0.1,3710.0,-0.05,-0.05,-0.05,21.0,-0.05,1.0,-1.0,-0.05,126.0,0.3,-10.0,-0.05,-10.0,-1.0,0.2,10.0,2750.0,,0.07,,1.2,,6.0,-5.0,,-0.1,3.0,4.6,-0.5,-0.05,,-0.1,-0.5,-0.05,-0.05,25.0,3.0,-0.5,-0.1,50000.11111,-0.5
C380053,,,,RM0671,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,25000,North America,United States,Arizona,Pima,Pima,,San Xavier mine,Pima,San Xavier,San Xavier mine,"270 - W end, 340 ft level",31.97322,-111.09379,WGS84,32.02667,-111.08,WGS84,10 m,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Resource Deposit Database Deposit ID 10039668, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",Marcasite-magnetite-chalcopyrite; large splotchy blebs of magnetite mixed with pyrrhotite in a ground mass of chlorite and pyrrhotite; sulfide approx 40%,0.94,0.7,50.11111,-0.1,1.36,0.18,0.01,,,0.04,,10.0,-30.0,,,,14.4,-5.0,4.8,-1.0,14.2,6.5,10.0,1.3,5260.0,0.41,0.15,0.14,7.0,0.78,2.0,-1.0,0.07,-0.2,6.8,10.0,-0.05,10.0,3.0,6.1,8.0,70.0,,1.76,,2.7,,3.0,-5.0,,1.2,2.0,43.9,-0.5,0.12,,0.6,-0.5,-0.05,2.29,159.0,177.0,1.4,0.1,156.0,9.3
C380054,,,,RM0672,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,24920,North America,United States,Arizona,Pima,Pima,,San Xavier mine,Pima,San Xavier,San Xavier mine,340-1-35,31.97322,-111.09379,WGS84,32.02667,-111.08,WGS84,10 m,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Resource Deposit Database Deposit ID 10039668, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",The minerals in this polished section are galena-sphalerite-chalcopyrite; stringers of massive galena in unidentified silicate rock; sulfide approx 20%,1.23,9.9,7.77,-0.1,0.25,1.07,0.03,,,0.06,,20.0,-30.0,,,,8.8,-5.0,18.0,176.0,6.4,7.7,40.0,0.1,48.0,0.67,0.44,0.27,4.0,0.6,18.0,1.0,0.15,0.4,2.7,20.0,0.08,-10.0,1.0,3.4,16.0,50000.11111,,0.9,,-0.2,,9.0,-5.0,,0.7,-1.0,8.0,-0.5,0.1,,1.1,-0.5,0.08,2.44,44.0,105.0,4.6,0.5,42700.0,47.0
C380055,,,,RM0673,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,12434,North America,United States,Arizona,Cochise,Cochise,,Johnson Camp,Cochise,Johnson Camp,North pit,,32.10292,-110.06876,WGS84,32.09,-110.03,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10160924, trench, M. Granitto",rock,Porphyry Cu-Mo-Au,Skarn Cu,Chrysocolla seam in quartz rock; scattering of tenorite(?),5.32,0.6,2.46,2.3,0.69,0.47,0.51,,,0.18,,-10.0,100.0,,,,254.0,1570.0,0.4,7.0,79.6,60.7,20.0,36.4,50000.11111,6.86,3.93,1.33,16.0,6.89,4.0,3.0,1.42,0.6,29.7,100.0,0.66,130.0,11.0,27.9,28.0,-50.0,,7.39,,261.0,,437.0,12.0,,6.3,5.0,66.2,0.8,1.21,,7.6,1.2,0.69,16.5,54.0,34.0,28.7,3.9,1600.0,112.0
C380056,,,,RM0674,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,21395,North America,United States,Arizona,Pima,Pima,,Sierrita mine,Pima,Sierrita-Esperanza,Sierrita pit,,31.869453,-111.133187,WGS84,31.87,-111.12,,,"1) Colorado School of Mines collection; 2) Mineral Deposit Database Site ID AZ00013, ctr of pit on imagery, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,Ruby Star Quartz Monzonite Porphyry; potassic alteration; pyrite-chalcopyrite; considered to be the source of mineralizing fluids; altered igneous rock; some iron staining; chloritic; iron stained fractures,7.43,0.2,0.84,3.2,0.17,0.07,0.06,,,0.21,,-10.0,-30.0,,,,489.0,-5.0,0.2,1.0,56.8,3.3,20.0,5.5,1930.0,1.82,0.85,0.89,19.0,2.54,3.0,4.0,0.33,-0.2,29.4,10.0,0.13,20.0,8.0,22.4,20.0,-50.0,,6.54,,282.0,,3.0,-5.0,,3.6,2.0,89.8,0.6,0.34,,12.5,1.6,0.13,3.47,41.0,23.0,9.3,0.9,167.0,137.0
C380057,C377761,,,RM0675,MRP13528,MRP13391,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,20337,North America,United States,Arizona,Pima,Pima,Mission Complex,Mission Complex,Pima,Mission,Concha Skarn (Mission Complex),Bottom of pit,31.98982,-111.07149,WGS84,31.97,-111.07,,500 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10113915, ore body, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related","Stop 2; garnet skarn; bornite-chalcopyrite-sphalerite-wollastonite-calcite; sulfides occur as intergrown wispy blebs, disseminations, and stringer ±2 mm thick; numerous, wide-spread tiny chalcopyrite blebs imbedded in massive crystalline ""black jack"" sphalerite; sulfide approx 50%; matrix rock may be fine grain epidote",0.26,8.6,7.17,-0.1,1.38,0.31,0.14,,,-0.01,,40.0,-30.0,,,,-0.5,-5.0,19.9,721.0,2.3,526.0,20.0,0.1,24300.0,0.41,0.2,0.13,8.0,0.42,9.0,-1.0,0.08,31.8,1.1,-10.0,-0.05,-10.0,-1.0,1.9,12.0,-50.0,,0.46,,0.7,,-1.0,-5.0,,0.5,8.0,11.8,-0.5,0.07,,0.3,-0.5,-0.05,1.84,30.0,147.0,3.4,0.1,50000.11111,5.9
C380058,,,,RM0676,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,19533,North America,United States,Nevada,Esmeralda,Divide (Esmeralda),,Divide district,Divide,Divide (Tonopah Divide),Comstock,Shaft dumps(?),37.98994,-117.24091,WGS84,37.99,-117.24,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 60001103, district, M. Granitto; district from Nevada Division of Minerals, 2019, Nevada Division of Minerals Open Data SiteNevada Claims, Commodities & Occurrences",rock,Alkalic Porphyry,"Low sulfidation epithermal, Comstock",Rocks and ore; aka C7; extremely fine banded metamorphic rock; the rock contains extremely fine to microscopic pyrite and pyrrhotite which has smeared out on the cut surfaces by the saw blade; sulfide <1%,9.01,1.5,3.49,3.8,1.14,0.09,0.09,,,0.32,,-10.0,-30.0,,,,1130.0,-5.0,-0.1,-1.0,44.5,13.3,20.0,7.7,42.0,3.01,1.57,1.12,21.0,3.34,2.0,5.0,0.55,-0.2,21.8,40.0,0.25,-10.0,5.0,22.6,19.0,480.0,,5.89,,194.0,,10.0,9.0,,4.3,1.0,616.0,-0.5,0.53,,6.3,2.1,0.26,2.26,92.0,2.0,15.4,1.6,128.0,163.0
C380059,,,,RM0677,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,20684,North America,United States,Arizona,Gila,Christmas,,Christmas,Banner (Christmas),Christmas,Christmas,,33.05899,-110.74239,WGS84,33.07,-110.69,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10234135, main entrance, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",Quartz monzonite porphyry with potassic alteration--biotization of mafic minerals; cut by stockwork of quartz veins; thinly scattered tiny pyrite crystals in porphyry; sulfide <1%,8.63,2.3,2.63,1.6,1.37,0.03,0.06,,,0.34,,-10.0,-30.0,,,,815.0,-5.0,-0.1,-1.0,33.6,12.1,30.0,1.0,127.0,1.42,0.69,0.86,23.0,1.81,1.0,3.0,0.26,-0.2,16.7,10.0,0.11,-10.0,4.0,14.8,24.0,-50.0,,4.11,,49.0,,-1.0,6.0,,2.5,-1.0,634.0,-0.5,0.26,,3.5,-0.5,0.12,0.85,83.0,-1.0,7.3,0.7,56.0,82.4
C380060,,,,RM0678,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,18596,North America,United States,Arizona,Greenlee,Copper Mountain,,Morenci mine,Copper Mountain (Clifton-Morenci),Morenci-Metcalf,Morenci open pit mine,,33.089,-109.35375,WGS84,33.09,-109.34,WGS84,,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Deposit Database Site ID AZ00012, ctr of surface workings on imagery, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,"Molybdenite veinlets (pneumatolitic phase?), later than other sulfides; small to microscopic pyrite and molybdenite widely scattered throughout granitic rock; concentration of molybdenite on fractures surfaces; sulfide <1%",7.24,-0.1,1.49,3.1,0.28,-0.01,0.08,,,0.94,,-10.0,-30.0,,,,715.0,-5.0,1.1,,89.5,3.1,20.0,0.9,5610.0,6.03,3.48,2.56,24.0,7.88,2.0,12.0,1.18,-0.2,42.7,10.0,0.59,10000.11111,31.0,45.2,14.0,-50.0,,11.5,,102.0,,-1.0,14.0,,9.6,14.0,292.0,1.7,1.13,,11.6,-0.5,0.6,4.8,21.0,43.0,34.1,3.9,48.0,484.0
C380061,,,,RM0679,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,24946,North America,United States,Arizona,Pima,Pima,,San Xavier mine,Pima,San Xavier,San Xavier,200 ft level,31.97322,-111.09379,WGS84,31.97,-111.07,,10 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10039668, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",Hedenbergite; four polished thin sections; massive blob of chalcopyrite in calcite and massive sphalerite; sulfide approx 70%,0.4,20.0,15.5,-0.1,0.47,1.46,0.15,,,0.02,,20.0,210.0,,,,11.6,-5.0,345.0,13.0,1.2,21.4,-10.0,0.1,50000.11111,1.11,0.49,0.27,2.0,0.9,2.0,-1.0,0.2,1.3,0.6,-10.0,0.05,-10.0,-1.0,1.0,12.0,180.0,,0.18,,2.0,,15.0,7.0,,0.5,7.0,92.6,-0.5,0.18,,0.1,-0.5,0.07,7.86,65.0,1350.0,5.8,0.4,6710.0,4.1
C380063,,,,RM0680,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,25035,North America,United States,Arizona,Greenlee,Copper Mountain,,Morenci mine,Copper Mountain (Clifton-Morenci),Morenci-Metcalf,Morenci open pit mine,,33.089,-109.35375,WGS84,33.09,-109.34,WGS84,,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Deposit Database Site ID AZ00012, ctr of surface workings on imagery, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,Sulfide vein system in basic dike (chalcocite-covellite coated pyrite); peacock tarnish is due to minute grains of chalcopyrite in the pyrite; thin cuprite(?) coating in places; green gerhardtite(?); thin black tenorite(?) stringers filling in fractures in shattered massive pyrite; light green copper staining on outer surfaces; rock matrix is quartz; sulfide approx 80%,2.27,0.2,28.2,1.3,0.62,0.04,1.33,,,0.98,,-10.0,-30.0,,,,140.0,-5.0,0.4,-1.0,83.2,64.7,20.0,6.2,41800.0,4.69,2.1,2.26,17.0,7.19,3.0,2.0,0.83,-0.2,33.0,-10.0,0.28,50.0,5.0,46.9,10.0,-50.0,,11.5,,73.0,,1.0,18.0,,8.8,12.0,33.0,-0.5,0.98,,1.4,-0.5,0.31,3.6,264.0,36.0,21.5,1.8,587.0,76.3
C380064,,,,RM0681,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,12236,North America,United States,Arizona,Yavapai,Verde,,United Verde mine,Verde,United Verde,United Verde mine,,34.75194,-112.12384,WGS84,34.75,-112.12,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10109023, main entrance, M. Granitto",rock,Volcanogenic seafloor,"Cu-Zn massive sulfide, Kuroko-type",Rough irregular band of finely crystalline chalcopyrite in pelitic schist; abundant chalcopyrite also in schist outside of band; sulfide approx 60%,3.06,-0.1,33.0,0.8,0.22,0.01,0.24,,,0.09,,30.0,130.0,,,,246.0,-5.0,18.6,7.0,13.9,97.7,20.0,0.1,50000.11111,2.76,1.84,0.2,33.0,2.27,4.0,2.0,0.58,37.1,7.2,-10.0,0.33,-10.0,3.0,6.8,6.0,120.0,,1.72,,13.1,,8.0,-5.0,,1.8,83.0,4.2,-0.5,0.4,,1.9,2.2,0.32,1.41,79.0,6.0,16.1,2.0,1100.0,70.8
C380065,,,,RM0682,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,21460,North America,United States,,,,,unknown,,,,,,,,,,,,No coordinates,rock,,,Widely scattered pyrite; pyrite is covered with black Cu sulfide or oxide (tenorite?) and is visible as black splotches against the light grey matrix rock; sulfide <1%,11.0,-0.1,4.52,5.2,0.43,-0.01,0.04,,,0.34,,-10.0,-30.0,,,,735.0,-5.0,0.4,-1.0,130.0,111.0,50.0,6.8,3610.0,14.0,8.38,2.44,33.0,11.5,2.0,8.0,2.91,-0.2,63.7,20.0,1.22,80.0,22.0,54.7,37.0,-50.0,,15.6,,238.0,,-1.0,22.0,,10.8,12.0,23.4,1.4,2.12,,23.7,0.6,1.29,4.48,97.0,18.0,80.6,7.8,13.0,244.0
C380066,,,,RM0683,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,21383,North America,United States,Arizona,Gila,Miami-Inspiration,,Pinto Valley mine,Miami-Inspiration,Pinto Valley,Pinto Valley copper mine,"Pinto Valley, AZ, Location A (see map)",33.411425,-110.964953,WGS84,33.4,-110.95,,,"1) Colorado School of Mines collection; 2) Mineral Deposit Database Site ID AZ00020, ctr of open pit on imagery, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,"Lost Gulch Quartz Monzonite; phyllic, argillic, potassic alteration; ore grade; chalcopyrite-pyrite; along fault zone, (Dome Fault?), phyllic alteration superimposed on argillic and potassic alteration; patch of microcrystalline chalcopyrite on small fracture surface; varicolored matrix rock with thinly and widely distributed micro-pyrite and chalcopyrite; pale green copper staining",6.21,0.1,1.33,5.0,0.27,-0.01,0.07,,,0.17,,-10.0,-30.0,,,,482.0,-5.0,-0.1,1.0,58.2,5.8,10.0,1.9,8980.0,5.04,3.09,1.11,18.0,4.74,2.0,4.0,1.02,0.3,26.7,-10.0,0.56,-10.0,10.0,26.3,28.0,50.0,,7.38,,161.0,,-1.0,7.0,,5.4,9.0,68.9,1.1,0.78,,23.7,0.6,0.55,4.48,47.0,4.0,29.0,3.5,59.0,122.0
C380067,,,,RM0684,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,19935,North America,United States,Arizona,Yavapai,Zonia,Zonia,Zonia,Zonia,Zonia,Zonia,,34.30065,-112.63355,WGS84,34.303,-112.632,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10186613, ore body, 9 locs in Mineral Deposit Database Site ID M. Granitto; district from AZGS DI-23",rock,Volcanogenic seafloor,"Massive sulfide, Kuroko-type",Cuprite and malachite; small blebs and thin films of native copper associated with chrysocolla and malachite; tenorite occurs as dark splotches; highly silicified; sulfide approx 20%; native copper approx 1%; malachite-chrysocolla amount approx 50%,0.76,-0.1,0.08,0.2,0.04,-0.01,0.73,,,0.02,,40.0,-30.0,,,,1060.0,-5.0,10.3,-1.0,16.9,1.0,10.0,0.3,50000.11111,0.69,0.31,0.26,2.0,1.29,-1.0,-1.0,0.12,-0.2,6.9,-10.0,-0.05,-10.0,-1.0,9.4,11.0,300.0,,2.38,,7.6,,-1.0,-5.0,,1.8,-1.0,69.3,-0.5,0.16,,2.8,-0.5,-0.05,11.9,34.0,-1.0,3.2,0.3,113.0,12.1
C380068,,,,RM0685,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,24919,North America,United States,Arizona,Pima,Pima,,San Xavier mine,Pima,San Xavier,San Xavier mine,440-4-2 footwall,31.97322,-111.09379,WGS84,32.02667,-111.08,WGS84,10 m,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Resource Deposit Database Deposit ID 10039668, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",Ore minerals observed are chalcopyrite-galena-sphalerite-pyrite; solid massive sphalerite with blebs and stringers of chalcopyrite and galena; boxwork quartz on one side of larger specimen; some massive calcite on second largest specimen; sulfide approx 95%,0.09,1.2,3.34,-0.1,0.06,0.24,0.13,,,-0.01,,560.0,-30.0,,,,2.7,-5.0,730.0,1000.0,1.3,48.0,-10.0,-0.1,36200.0,0.08,-0.05,-0.05,-1.0,0.09,2.0,-1.0,-0.05,0.6,0.7,30.0,-0.05,20.0,-1.0,0.6,-5.0,50000.11111,,0.16,,0.4,,63.0,-5.0,,0.1,-1.0,8.1,-0.5,-0.05,,-0.1,-0.5,-0.05,0.32,9.0,3.0,0.5,-0.1,50000.11111,2.4
C380069,,,,RM0686,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,25074,North America,United States,Arizona,Greenlee,Copper Mountain,Morenci,Morenci deposit,Copper Mountain (Clifton-Morenci),Morenci-Metcalf,Joy mine,,33.133949,-109.365751,WGS84,33.09,-109.34,,,"1) Colorado School of Mines collection; 2) Mineral Deposit Database Site ID AZ00012, approx ctr of Morenci deposit polygon, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,Specularite in limestone; sporadic distribution of black hematite laths and crystalline plates in quartz; no sulfides observed; 40% hematite,1.04,0.1,17.9,0.6,0.07,0.06,-0.01,,,0.03,,-10.0,80.0,,,,67.0,10.0,128.0,-1.0,14.2,13.5,20.0,6.4,162.0,6.81,4.36,0.18,14.0,3.46,6.0,3.0,1.46,2.0,6.1,20.0,0.67,20.0,10.0,8.2,14.0,310.0,,2.03,,54.9,,79.0,-5.0,,2.3,20.0,14.2,0.7,0.92,,12.8,-0.5,0.73,3.41,52.0,67.0,40.4,4.3,738.0,106.0
C380070,,,,RM0687,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,12436,North America,United States,Arizona,Cochise,Cochise,,Johnson Camp,Cochise,Johnson Camp,North pit,,32.10292,-110.06876,WGS84,32.09,-110.03,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10160924, trench, M. Granitto",rock,Porphyry Cu-Mo-Au,Skarn Cu,Green copper oxides sparsely staining fractured quartz vein; sulfide <1%,0.03,-0.1,1.7,-0.1,-0.01,0.01,0.02,,,-0.01,,-10.0,-30.0,,,,4.5,-5.0,0.9,-1.0,1.2,3.2,30.0,0.1,4410.0,0.17,0.07,-0.05,-1.0,0.15,1.0,-1.0,-0.05,0.6,0.5,-10.0,-0.05,40.0,-1.0,0.4,23.0,50.0,,0.13,,0.4,,-1.0,-5.0,,-0.1,1.0,0.8,-0.5,-0.05,,-0.1,-0.5,-0.05,3.38,7.0,5.0,0.9,-0.1,148.0,-0.5
C380071,,,,RM0688,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,24867,North America,United States,Arizona,Yavapai,Big Bug,Iron King,Iron King property,Big Bug,Iron King,Iron King,,34.50175,-112.25764,WGS84,34.49,-112.26,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10186749, ore body, M. Granitto",rock,Volcanogenic seafloor,"Polymetallic massive sulfide, Kuroko-type","Very friable, vuggy quartz rock containing tiny blebs and crystals of pyrite; quartz is the boxwork type, the outer exposed areas coated with pale yellow clay; sulfide approx 10%",1.69,-0.1,14.6,0.8,0.1,-0.01,-0.01,,,0.04,,-10.0,-30.0,,,,75.0,-5.0,5.6,-1.0,3.3,2.1,20.0,1.3,19.0,2.26,1.07,0.28,7.0,1.33,3.0,-1.0,0.43,-0.2,1.6,20.0,0.14,70.0,-1.0,1.7,20.0,-50.0,,0.42,,46.9,,31.0,-5.0,,0.5,8.0,7.7,-0.5,0.34,,0.5,0.5,0.17,0.96,43.0,8.0,11.7,0.9,-5.0,8.4
